callid,agentid,customerid,pickedup,duration,productsold,total
2614,7,783,0,0,0,0
2615,9,49,0,0,0,0
2616,6,365,1,275,1,100375
2617,3,947,1,136,1,128792
2618,8,642,0,0,0,0
2619,5,735,1,246,0,180810
2620,6,730,1,138,0,100740
2621,7,842,1,108,0,90936
2622,7,808,1,100,0,80800
2623,2,436,1,182,1,79352
2624,0,123,1,171,1,21033
2625,8,66,1,185,0,12210
2626,6,831,1,214,1,177834
2627,2,86,1,218,0,18748
2628,3,861,1,221,0,190281
2629,10,329,1,214,0,70406
2630,0,750,1,22,0,16500
2631,8,816,1,116,0,94656
2632,7,864,1,150,0,129600
2633,2,10,1,217,0,2170
2634,0,462,0,0,0,0
2635,7,779,1,88,0,68552
2636,0,733,1,205,1,150265
2637,0,537,1,203,0,109011
2638,10,995,1,169,0,168155
2639,10,675,0,0,0,0
2640,9,225,0,0,0,0
2641,4,422,1,165,0,69630
2642,8,478,0,0,0,0
2643,0,192,1,134,0,25728
2644,5,136,0,0,0,0
2645,7,69,1,212,0,14628
2646,6,389,0,0,0,0
2647,2,346,0,0,0,0
2648,2,674,1,223,0,150302
2649,5,878,0,0,0,0
2650,4,862,1,174,0,149988
2651,0,158,1,163,0,25754
2652,5,600,0,0,0,0
2653,5,58,1,180,0,10440
2654,1,218,0,0,0,0
2655,0,960,1,178,0,170880
2656,0,4,1,121,0,484
2657,8,282,1,95,0,26790
2658,4,155,0,0,0,0
2659,9,852,0,0,0,0
2660,10,586,1,104,0,60944
2661,10,308,1,128,0,39424
2662,6,972,1,126,0,122472
2663,8,567,0,0,0,0
2664,6,544,1,157,0,85408
2665,8,687,1,207,0,142209
2666,4,319,0,0,0,0
2667,4,877,1,279,0,244683
2668,4,573,1,138,0,79074
2669,10,443,0,0,0,0
2670,10,254,1,187,0,47498
2671,8,292,1,91,0,26572
2672,8,217,1,194,0,42098
2673,5,352,1,112,0,39424
2674,6,311,0,0,0,0
2675,2,638,1,121,0,77198
2676,10,600,1,129,1,77400
2677,1,731,0,0,0,0
2678,5,704,1,140,0,98560
2679,1,88,0,0,0,0
2680,2,108,1,109,0,11772
2681,9,739,0,0,0,0
2682,7,855,1,157,0,134235
2683,4,70,1,241,0,16870
2684,0,604,0,0,0,0
2685,3,614,1,74,0,45436
2686,7,633,0,0,0,0
2687,3,598,1,174,1,104052
2688,10,675,1,212,0,143100
2689,4,189,1,130,1,24570
2690,3,783,0,0,0,0
2691,3,641,1,127,1,81407
2692,3,494,1,204,0,100776
2693,7,298,1,170,0,50660
2694,2,377,1,214,0,80678
2695,2,217,0,0,0,0
2696,8,571,0,0,0,0
2697,3,194,1,174,0,33756
2698,6,748,0,0,0,0
2699,1,977,1,120,0,117240
2700,2,234,1,243,1,56862
2701,0,1,1,201,1,201
2702,6,320,0,0,0,0
2703,8,39,1,195,0,7605
2704,10,838,1,140,0,117320
2705,8,161,0,0,0,0
2706,5,814,1,206,0,167684
2707,8,690,1,200,1,138000
2708,4,864,1,180,0,155520
2709,1,174,0,0,0,0
2710,9,642,1,121,0,77682
2711,1,96,1,133,0,12768
2712,1,800,1,260,1,208000
2713,10,584,1,215,0,125560
2714,4,520,1,236,0,122720
2715,7,267,1,155,0,41385
2716,4,461,1,109,1,50249
2717,1,831,1,111,0,92241
2718,2,106,1,129,1,13674
2719,0,93,0,0,0,0
2720,2,539,1,147,1,79233
2721,1,345,0,0,0,0
2722,5,174,1,154,0,26796
2723,7,544,0,0,0,0
2724,6,603,1,201,1,121203
2725,3,135,1,150,1,20250
2726,6,954,0,0,0,0
2727,6,100,0,0,0,0
2728,8,595,0,0,0,0
2729,5,402,1,124,0,49848
2730,9,774,1,313,0,242262
2731,10,389,0,0,0,0
2732,6,363,1,248,1,90024
2733,4,674,0,0,0,0
2734,4,910,0,0,0,0
2735,0,913,0,0,0,0
2736,8,759,1,181,0,137379
2737,10,830,1,203,0,168490
2738,10,668,1,192,0,128256
2739,9,115,0,0,0,0
2740,3,556,1,247,0,137332
2741,4,241,1,212,0,51092
2742,1,484,0,0,0,0
2743,0,602,1,184,0,110768
2744,2,645,0,0,0,0
2745,0,439,0,0,0,0
2746,0,548,1,220,0,120560
2747,3,171,0,0,0,0
2748,3,916,1,229,0,209764
2749,9,748,1,209,1,156332
2750,7,304,0,0,0,0
2751,8,383,1,249,0,95367
2752,0,489,0,0,0,0
2753,6,240,1,134,0,32160
2754,3,960,0,0,0,0
2755,3,670,1,185,0,123950
2756,2,889,1,198,0,176022
2757,7,821,1,78,0,64038
2758,4,875,1,161,0,140875
2759,2,574,1,175,0,100450
2760,5,466,1,202,0,94132
2761,0,83,1,267,0,22161
2762,6,7,1,218,0,1526
2763,0,148,1,177,0,26196
2764,5,482,1,124,0,59768
2765,2,228,1,198,0,45144
2766,6,739,0,0,0,0
2767,2,25,0,0,0,0
2768,0,779,0,0,0,0
2769,0,278,1,184,1,51152
2770,2,259,1,208,0,53872
2771,3,260,1,100,0,26000
2772,3,587,1,201,0,117987
2773,0,473,1,171,0,80883
2774,5,110,1,73,0,8030
2775,10,808,1,116,0,93728
2776,1,825,1,219,0,180675
2777,5,372,1,210,0,78120
2778,9,168,0,0,0,0
2779,9,992,1,225,0,223200
2780,8,608,0,0,0,0
2781,7,845,0,0,0,0
2782,0,762,1,184,1,140208
2783,0,250,1,126,0,31500
2784,6,332,1,172,0,57104
2785,9,21,0,0,0,0
2786,3,336,1,171,0,57456
2787,10,365,1,191,1,69715
2788,8,974,1,147,0,143178
2789,5,940,1,212,1,199280
2790,7,638,0,0,0,0
2791,9,424,1,229,1,97096
2792,0,332,1,170,0,56440
2793,9,158,1,161,0,25438
2794,0,263,1,168,1,44184
2795,1,252,0,0,0,0
2796,6,489,1,180,0,88020
2797,2,863,1,201,1,173463
2798,3,882,1,211,0,186102
2799,3,318,0,0,0,0
2800,1,318,1,186,1,59148
2801,6,773,0,0,0,0
2802,5,43,0,0,0,0
2803,1,557,1,160,1,89120
2804,7,761,0,0,0,0
2805,5,310,0,0,0,0
2806,10,877,1,171,1,149967
2807,4,316,0,0,0,0
2808,7,555,1,160,0,88800
2809,10,508,0,0,0,0
2810,0,783,1,162,0,126846
2811,8,832,1,238,0,198016
2812,6,811,1,148,0,120028
2813,7,746,0,0,0,0
2814,4,700,1,159,0,111300
2815,10,497,1,201,1,99897
2816,0,434,0,0,0,0
2817,10,493,0,0,0,0
2818,9,945,0,0,0,0
2819,6,227,1,176,0,39952
2820,8,411,0,0,0,0
2821,0,283,1,111,0,31413
2822,0,373,1,117,0,43641
2823,5,920,0,0,0,0
2824,2,632,0,0,0,0
2825,4,351,1,207,1,72657
2826,7,966,0,0,0,0
2827,9,99,1,173,0,17127
2828,5,486,0,0,0,0
2829,9,417,1,207,0,86319
2830,1,990,1,179,0,177210
2831,1,772,0,0,0,0
2832,5,949,1,283,0,268567
2833,6,412,1,152,0,62624
2834,2,488,1,129,0,62952
2835,10,28,0,0,0,0
2836,7,701,1,60,1,42060
2837,2,576,1,117,0,67392
2838,6,115,1,174,0,20010
2839,1,927,0,0,0,0
2840,6,299,0,0,0,0
2841,1,902,1,234,0,211068
2842,9,894,1,185,0,165390
2843,8,720,1,156,0,112320
2844,9,117,1,151,0,17667
2845,10,415,0,0,0,0
2846,2,9,1,165,1,1485
2847,3,970,0,0,0,0
2848,1,273,1,192,1,52416
2849,5,994,1,158,0,157052
2850,7,377,1,205,0,77285
2851,5,426,1,177,1,75402
2852,2,908,1,141,0,128028
2853,4,447,1,248,0,110856
2854,5,463,1,206,0,95378
2855,4,919,1,216,1,198504
2856,0,199,0,0,0,0
2857,10,46,1,157,0,7222
2858,0,320,1,115,1,36800
2859,5,88,1,161,0,14168
2860,5,251,1,78,0,19578
2861,3,930,1,227,0,211110
2862,3,463,1,64,0,29632
2863,4,466,1,183,0,85278
2864,0,291,0,0,0,0
2865,2,698,1,211,0,147278
2866,1,39,1,72,0,2808
2867,2,362,0,0,0,0
2868,10,289,0,0,0,0
2869,7,875,0,0,0,0
2870,6,857,1,242,0,207394
2871,9,283,1,167,0,47261
2872,7,246,1,244,0,60024
2873,6,807,1,136,1,109752
2874,2,982,0,0,0,0
2875,9,246,0,0,0,0
2876,4,661,1,295,0,194995
2877,9,737,0,0,0,0
2878,7,889,1,207,0,184023
2879,7,588,0,0,0,0
2880,3,937,1,188,0,176156
2881,4,119,1,166,0,19754
2882,3,226,0,0,0,0
2883,2,142,1,202,0,28684
2884,2,632,0,0,0,0
2885,6,315,0,0,0,0
2886,8,864,1,154,1,133056
2887,9,781,1,84,1,65604
2888,9,842,1,166,0,139772
2889,4,530,0,0,0,0
2890,0,147,0,0,0,0
2891,10,419,1,241,0,100979
2892,8,673,0,0,0,0
2893,1,166,1,199,1,33034
2894,7,828,1,260,0,215280
2895,7,50,1,155,0,7750
2896,0,239,1,205,0,48995
2897,5,565,0,0,0,0
2898,7,55,1,150,0,8250
2899,7,157,1,143,1,22451
2900,7,188,0,0,0,0
2901,1,175,1,236,0,41300
2902,7,769,0,0,0,0
2903,9,222,1,156,0,34632
2904,4,625,1,139,1,86875
2905,5,968,1,94,0,90992
2906,0,300,1,148,1,44400
2907,3,639,1,138,1,88182
2908,6,454,1,195,0,88530
2909,6,927,1,160,0,148320
2910,4,330,1,156,0,51480
2911,10,444,1,206,1,91464
2912,9,229,1,162,0,37098
2913,1,165,1,218,0,35970
2914,9,391,1,183,1,71553
2915,9,588,0,0,0,0
2916,4,78,1,225,0,17550
2917,0,642,1,151,1,96942
2918,3,116,1,217,0,25172
2919,8,498,1,230,0,114540
2920,10,605,1,90,0,54450
2921,3,753,1,144,0,108432
2922,8,515,1,260,0,133900
2923,3,137,1,220,0,30140
2924,2,910,1,232,0,211120
2925,9,942,1,139,1,130938
2926,5,123,1,222,0,27306
2927,7,328,1,140,0,45920
2928,10,861,0,0,0,0
2929,10,465,1,135,1,62775
2930,4,485,0,0,0,0
2931,1,61,1,216,1,13176
2932,6,837,1,293,1,245241
2933,9,127,1,199,0,25273
2934,7,160,0,0,0,0
2935,4,298,0,0,0,0
2936,6,42,0,0,0,0
2937,7,168,0,0,0,0
2938,1,911,1,217,0,197687
2939,4,9,1,260,0,2340
2940,6,430,1,232,0,99760
2941,1,34,1,232,1,7888
2942,4,100,0,0,0,0
2943,2,328,1,229,0,75112
2944,7,188,0,0,0,0
2945,0,709,0,0,0,0
2946,6,107,1,148,0,15836
2947,0,392,0,0,0,0
2948,10,206,0,0,0,0
2949,8,405,0,0,0,0
2950,9,655,0,0,0,0
2951,9,613,1,203,0,124439
2952,10,542,1,22,1,11924
2953,6,689,1,257,1,177073
2954,8,532,1,127,0,67564
2955,9,553,0,0,0,0
2956,8,691,1,132,0,91212
2957,0,253,0,0,0,0
2958,3,636,0,0,0,0
2959,5,837,0,0,0,0
2960,5,421,1,93,0,39153
2961,7,113,1,205,0,23165
2962,9,0,1,191,0,0
2963,5,958,1,177,0,169566
2964,6,357,1,92,0,32844
2965,8,389,1,153,0,59517
2966,4,273,1,146,0,39858
2967,4,813,1,251,0,204063
2968,7,852,1,167,0,142284
2969,3,824,1,147,0,121128
2970,9,588,1,226,0,132888
2971,4,404,0,0,0,0
2972,4,901,1,189,0,170289
2973,0,512,1,191,0,97792
2974,2,447,1,175,0,78225
2975,10,923,1,130,0,119990
2976,7,840,1,217,0,182280
2977,9,953,1,165,0,157245
2978,0,857,1,215,0,184255
2979,3,777,1,226,0,175602
2980,4,127,0,0,0,0
2981,10,131,1,157,0,20567
2982,3,45,0,0,0,0
2983,10,617,0,0,0,0
2984,7,16,1,143,0,2288
2985,8,66,1,221,0,14586
2986,5,18,0,0,0,0
2987,10,268,0,0,0,0
2988,9,660,1,87,1,57420
2989,1,505,1,238,0,120190
2990,7,492,0,0,0,0
2991,10,267,1,131,0,34977
2992,7,744,0,0,0,0
2993,5,891,1,154,0,137214
2994,3,974,1,153,1,149022
2995,1,555,1,196,0,108780
2996,5,454,1,242,0,109868
2997,1,671,1,130,0,87230
2998,0,119,1,200,1,23800
2999,8,79,1,179,0,14141
3000,4,659,1,114,0,75126
3001,1,483,1,187,0,90321
3002,0,363,1,123,1,44649
3003,9,873,1,163,0,142299
3004,0,743,1,191,0,141913
3005,7,86,1,198,0,17028
3006,10,490,1,123,0,60270
3007,2,883,1,145,0,128035
3008,10,257,1,176,0,45232
3009,9,8,1,175,0,1400
3010,6,308,1,131,0,40348
3011,6,883,1,177,0,156291
3012,6,129,1,157,0,20253
3013,1,413,0,0,0,0
3014,8,361,0,0,0,0
3015,9,540,1,151,0,81540
3016,10,915,1,206,0,188490
3017,5,779,1,94,1,73226
3018,6,747,1,116,1,86652
3019,9,164,1,143,1,23452
3020,2,605,1,162,0,98010
3021,6,327,1,130,0,42510
3022,1,545,0,0,0,0
3023,9,691,1,244,1,168604
3024,8,576,1,177,0,101952
3025,2,759,1,241,0,182919
3026,8,973,1,135,0,131355
3027,9,859,1,142,1,121978
3028,6,534,1,152,1,81168
3029,4,948,1,16,0,15168
3030,9,355,1,166,0,58930
3031,3,457,1,239,0,109223
3032,2,147,1,209,1,30723
3033,8,540,1,176,0,95040
3034,7,923,1,233,0,215059
3035,6,372,1,184,0,68448
3036,2,999,1,160,0,159840
3037,4,660,1,180,0,118800
3038,6,349,1,173,0,60377
3039,0,559,0,0,0,0
3040,3,865,1,120,0,103800
3041,5,279,1,164,0,45756
3042,8,615,1,257,0,158055
3043,6,397,1,314,0,124658
3044,3,947,0,0,0,0
3045,8,370,1,85,0,31450
3046,4,855,1,203,0,173565
3047,10,470,0,0,0,0
3048,5,961,1,111,0,106671
3049,4,446,1,209,0,93214
3050,0,719,1,228,0,163932
3051,3,988,0,0,0,0
3052,8,858,1,92,1,78936
3053,10,604,1,125,0,75500
3054,1,548,1,270,0,147960
3055,10,117,1,211,0,24687
3056,2,282,1,190,0,53580
3057,4,58,0,0,0,0
3058,3,985,1,245,0,241325
3059,4,251,0,0,0,0
3060,9,598,1,187,0,111826
3061,9,74,0,0,0,0
3062,9,976,1,185,1,180560
3063,5,797,0,0,0,0
3064,6,192,1,136,0,26112
3065,6,796,0,0,0,0
3066,3,138,1,231,0,31878
3067,1,570,1,209,0,119130
3068,6,63,1,239,0,15057
3069,0,769,1,166,0,127654
3070,4,147,0,0,0,0
3071,9,899,1,178,0,160022
3072,6,84,1,192,0,16128
3073,1,844,1,277,0,233788
3074,0,754,1,260,0,196040
3075,3,654,1,129,0,84366
3076,8,426,1,137,0,58362
3077,9,501,1,175,1,87675
3078,4,109,0,0,0,0
3079,6,345,0,0,0,0
3080,2,246,1,181,1,44526
3081,7,572,1,128,0,73216
3082,1,23,0,0,0,0
3083,2,615,1,142,0,87330
3084,5,687,1,166,0,114042
3085,1,617,0,0,0,0
3086,6,727,0,0,0,0
3087,2,790,1,184,0,145360
3088,5,937,1,136,0,127432
3089,2,917,1,228,1,209076
3090,4,891,1,160,0,142560
3091,0,429,1,75,0,32175
3092,6,653,1,240,0,156720
3093,10,253,1,143,0,36179
3094,3,604,1,198,1,119592
3095,10,693,1,191,0,132363
3096,6,931,1,197,1,183407
3097,5,237,1,149,1,35313
3098,0,340,1,100,0,34000
3099,10,812,0,0,0,0
3100,9,771,1,203,1,156513
3101,6,265,0,0,0,0
3102,3,103,1,144,0,14832
3103,7,164,0,0,0,0
3104,9,841,0,0,0,0
3105,6,510,1,182,1,92820
3106,6,329,0,0,0,0
3107,5,866,1,129,1,111714
3108,3,166,1,259,1,42994
3109,0,790,1,221,0,174590
3110,7,542,1,112,0,60704
3111,6,334,0,0,0,0
3112,10,723,1,197,0,142431
3113,8,973,1,148,0,144004
3114,3,145,1,186,0,26970
3115,2,443,1,269,0,119167
3116,6,373,0,0,0,0
3117,1,449,1,148,0,66452
3118,6,30,1,252,0,7560
3119,1,840,1,146,0,122640
3120,2,498,1,237,0,118026
3121,2,172,0,0,0,0
3122,2,357,1,175,0,62475
3123,7,968,1,164,1,158752
3124,2,647,0,0,0,0
3125,3,903,1,156,0,140868
3126,6,1,0,0,0,0
3127,4,746,1,188,0,140248
3128,6,714,0,0,0,0
3129,0,767,1,157,0,120419
3130,7,477,1,157,0,74889
3131,0,534,0,0,0,0
3132,9,545,1,149,0,81205
3133,0,706,1,178,0,125668
3134,2,860,1,113,0,97180
3135,1,156,1,254,1,39624
3136,10,914,1,234,1,213876
3137,0,474,1,149,0,70626
3138,4,399,1,261,1,104139
3139,6,787,0,0,0,0
3140,2,470,1,213,1,100110
3141,10,184,1,193,0,35512
3142,3,188,1,76,1,14288
3143,1,913,0,0,0,0
3144,1,505,1,190,0,95950
3145,0,799,1,207,0,165393
3146,0,440,1,118,1,51920
3147,6,374,0,0,0,0
3148,6,763,0,0,0,0
3149,6,315,1,116,0,36540
3150,1,174,1,147,0,25578
3151,8,826,1,344,1,284144
3152,5,833,1,228,0,189924
3153,10,340,0,0,0,0
3154,5,748,1,124,0,92752
3155,2,677,1,233,1,157741
3156,3,301,0,0,0,0
3157,0,185,1,168,1,31080
3158,0,517,0,0,0,0
3159,10,963,0,0,0,0
3160,1,521,0,0,0,0
3161,5,772,1,216,1,166752
3162,7,973,1,151,0,146923
3163,1,949,1,218,0,206882
3164,9,310,1,183,0,56730
3165,9,686,1,220,0,150920
3166,0,722,0,0,0,0
3167,3,317,0,0,0,0
3168,2,275,0,0,0,0
3169,3,682,0,0,0,0
3170,7,3,0,0,0,0
3171,0,4,0,0,0,0
3172,5,571,0,0,0,0
3173,5,906,0,0,0,0
3174,8,447,0,0,0,0
3175,2,864,1,189,0,163296
3176,1,701,1,216,0,151416
3177,6,802,1,174,0,139548
3178,0,723,0,0,0,0
3179,7,724,1,110,1,79640
3180,6,588,1,207,0,121716
3181,7,862,1,169,0,145678
3182,4,37,1,150,0,5550
3183,9,319,1,186,1,59334
3184,4,805,1,205,1,165025
3185,10,301,1,178,0,53578
3186,2,976,1,138,0,134688
3187,3,425,1,151,1,64175
3188,7,205,1,164,0,33620
3189,10,744,1,169,0,125736
3190,4,862,0,0,0,0
3191,4,546,1,227,0,123942
3192,2,974,1,179,0,174346
3193,7,163,1,153,0,24939
3194,5,360,1,96,1,34560
3195,3,962,1,225,0,216450
3196,2,624,1,249,0,155376
3197,3,108,0,0,0,0
3198,4,873,1,143,0,124839
3199,5,368,0,0,0,0
3200,4,342,1,161,0,55062
3201,2,986,0,0,0,0
3202,10,508,0,0,0,0
3203,3,610,1,158,0,96380
3204,6,926,1,157,0,145382
3205,8,88,1,165,0,14520
3206,8,757,1,165,1,124905
3207,3,628,0,0,0,0
3208,2,484,0,0,0,0
3209,10,513,1,195,0,100035
3210,5,760,1,236,0,179360
3211,10,622,1,229,0,142438
3212,2,398,1,205,0,81590
3213,2,873,1,215,1,187695
3214,10,630,1,300,0,189000
3215,3,983,1,180,1,176940
3216,0,696,1,114,0,79344
3217,0,93,0,0,0,0
3218,2,252,0,0,0,0
3219,6,965,1,147,0,141855
3220,10,370,0,0,0,0
3221,9,26,1,143,1,3718
3222,0,367,1,246,1,90282
3223,9,481,1,272,0,130832
3224,2,51,1,155,0,7905
3225,2,475,1,57,0,27075
3226,8,652,1,163,0,106276
3227,0,760,1,150,1,114000
3228,2,278,1,242,0,67276
3229,3,391,1,155,0,60605
3230,10,292,1,137,1,40004
3231,6,150,0,0,0,0
3232,1,584,1,197,0,115048
3233,9,686,1,190,1,130340
3234,5,245,1,220,0,53900
3235,5,426,1,246,1,104796
3236,10,811,1,135,0,109485
3237,5,140,0,0,0,0
3238,10,584,1,195,0,113880
3239,8,508,1,97,1,49276
3240,5,13,1,186,1,2418
3241,2,782,1,122,0,95404
3242,1,253,1,217,0,54901
3243,8,840,1,96,0,80640
3244,9,889,0,0,0,0
3245,6,39,0,0,0,0
3246,10,793,1,159,0,126087
3247,8,291,0,0,0,0
3248,5,956,0,0,0,0
3249,7,848,1,226,0,191648
3250,10,952,0,0,0,0
3251,3,123,1,279,1,34317
3252,7,913,1,211,0,192643
3253,0,786,0,0,0,0
3254,10,382,0,0,0,0
3255,7,109,1,100,0,10900
3256,9,768,1,243,0,186624
3257,10,887,0,0,0,0
3258,9,833,0,0,0,0
3259,10,672,1,226,1,151872
3260,10,927,1,119,0,110313
3261,10,728,1,111,0,80808
3262,9,514,1,123,1,63222
3263,10,537,1,124,0,66588
3264,1,449,1,177,1,79473
3265,8,352,0,0,0,0
3266,8,636,0,0,0,0
3267,1,428,1,187,0,80036
3268,9,456,0,0,0,0
3269,1,480,1,197,0,94560
3270,0,347,1,192,0,66624
3271,0,693,1,151,0,104643
3272,5,72,1,220,1,15840
3273,4,604,1,195,0,117780
3274,9,30,0,0,0,0
3275,7,186,0,0,0,0
3276,5,817,0,0,0,0
3277,5,684,1,279,0,190836
3278,3,366,0,0,0,0
3279,4,478,0,0,0,0
3280,0,308,1,220,1,67760
3281,6,237,0,0,0,0
3282,6,344,1,264,0,90816
3283,5,878,1,199,1,174722
3284,6,437,1,131,0,57247
3285,0,572,1,213,0,121836
3286,10,716,1,127,1,90932
3287,3,406,0,0,0,0
3288,9,155,1,182,0,28210
3289,3,736,1,225,1,165600
3290,8,257,1,238,1,61166
3291,6,199,1,198,0,39402
3292,6,953,1,210,1,200130
3293,6,426,0,0,0,0
3294,5,791,0,0,0,0
3295,8,944,0,0,0,0
3296,1,681,1,214,1,145734
3297,0,783,1,230,0,180090
3298,6,604,1,179,0,108116
3299,6,646,1,135,0,87210
3300,9,897,0,0,0,0
3301,7,766,0,0,0,0
3302,2,588,1,135,0,79380
3303,5,806,1,77,0,62062
3304,3,591,1,29,0,17139
3305,4,176,1,158,1,27808
3306,7,207,1,149,0,30843
3307,2,128,1,62,1,7936
3308,0,532,1,150,1,79800
3309,2,180,1,176,0,31680
3310,9,678,0,0,0,0
3311,6,39,0,0,0,0
3312,2,599,1,152,0,91048
3313,4,602,1,204,1,122808
3314,5,931,1,180,1,167580
3315,4,689,0,0,0,0
3316,8,461,0,0,0,0
3317,7,358,1,90,0,32220
3318,10,156,1,207,0,32292
3319,9,736,1,287,0,211232
3320,0,534,0,0,0,0
3321,5,625,1,251,0,156875
3322,0,603,1,135,0,81405
3323,4,457,1,189,0,86373
3324,5,11,0,0,0,0
3325,7,398,0,0,0,0
3326,6,169,1,173,1,29237
3327,2,127,0,0,0,0
3328,4,549,1,144,0,79056
3329,9,29,1,190,0,5510
3330,10,448,1,158,1,70784
3331,7,31,1,291,0,9021
3332,8,310,1,163,0,50530
3333,10,197,1,231,0,45507
3334,2,836,0,0,0,0
3335,1,58,1,181,1,10498
3336,7,83,1,178,1,14774
3337,8,321,1,174,1,55854
3338,4,571,1,117,0,66807
3339,10,487,1,210,0,102270
3340,0,657,0,0,0,0
3341,6,999,1,206,0,205794
3342,2,472,1,189,0,89208
3343,6,724,1,187,0,135388
3344,9,739,1,188,1,138932
3345,9,102,1,225,0,22950
3346,7,123,1,227,1,27921
3347,8,880,1,290,0,255200
3348,4,379,1,120,1,45480
3349,0,68,1,186,0,12648
3350,6,569,1,231,0,131439
3351,5,722,1,205,0,148010
3352,5,41,0,0,0,0
3353,4,644,1,223,1,143612
3354,4,561,1,190,0,106590
3355,8,406,0,0,0,0
3356,1,362,1,224,1,81088
3357,2,476,1,131,0,62356
3358,2,703,1,191,1,134273
3359,4,334,1,183,1,61122
3360,0,543,1,67,1,36381
3361,3,194,1,234,1,45396
3362,1,846,1,184,0,155664
3363,1,744,0,0,0,0
3364,1,137,0,0,0,0
3365,2,421,1,173,0,72833
3366,4,853,1,212,0,180836
3367,2,182,0,0,0,0
3368,3,527,1,170,0,89590
3369,10,828,0,0,0,0
3370,7,398,1,246,0,97908
3371,3,778,1,168,0,130704
3372,1,493,1,159,0,78387
3373,10,164,1,225,1,36900
3374,2,576,1,97,0,55872
3375,6,82,1,198,0,16236
3376,4,366,1,183,1,66978
3377,8,32,1,141,0,4512
3378,5,197,1,232,0,45704
3379,5,711,0,0,0,0
3380,6,582,1,255,0,148410
3381,0,305,0,0,0,0
3382,6,294,1,166,0,48804
3383,8,150,1,199,1,29850
3384,2,649,1,169,0,109681
3385,1,873,0,0,0,0
3386,3,421,1,225,1,94725
3387,5,322,1,196,0,63112
3388,4,49,0,0,0,0
3389,2,362,1,135,0,48870
3390,2,746,1,225,1,167850
3391,7,739,1,81,1,59859
3392,3,791,0,0,0,0
3393,9,191,1,188,1,35908
3394,7,890,0,0,0,0
3395,7,400,1,235,1,94000
3396,4,484,0,0,0,0
3397,5,665,1,111,1,73815
3398,4,440,1,250,1,110000
3399,10,244,1,106,0,25864
3400,1,146,1,160,0,23360
3401,8,354,0,0,0,0
3402,4,494,1,165,1,81510
3403,2,922,1,159,0,146598
3404,2,733,1,246,1,180318
3405,1,167,1,250,1,41750
3406,1,399,1,249,1,99351
3407,10,490,1,148,0,72520
3408,4,486,0,0,0,0
3409,3,892,1,175,0,156100
3410,10,471,0,0,0,0
3411,2,985,1,204,0,200940
3412,10,990,1,181,0,179190
3413,9,183,1,170,1,31110
3414,7,369,1,204,0,75276
3415,4,577,1,175,1,100975
3416,5,694,1,178,0,123532
3417,1,664,1,153,1,101592
3418,0,758,1,164,0,124312
3419,4,139,0,0,0,0
3420,3,43,1,141,0,6063
3421,0,271,1,132,0,35772
3422,3,961,1,172,1,165292
3423,6,642,1,227,1,145734
3424,4,709,0,0,0,0
3425,2,400,1,97,0,38800
3426,10,243,1,189,0,45927
3427,6,301,1,130,0,39130
3428,7,281,0,0,0,0
3429,2,105,0,0,0,0
3430,9,510,1,133,1,67830
3431,1,166,1,233,0,38678
3432,0,22,1,145,0,3190
3433,9,270,1,139,0,37530
3434,6,918,1,143,0,131274
3435,10,416,0,0,0,0
3436,10,16,1,136,0,2176
3437,10,416,1,184,1,76544
3438,8,807,1,133,0,107331
3439,7,822,1,251,0,206322
3440,10,170,1,111,0,18870
3441,6,734,0,0,0,0
3442,10,994,1,179,1,177926
3443,1,771,1,145,0,111795
3444,1,428,1,164,1,70192
3445,0,261,1,188,0,49068
3446,1,426,0,0,0,0
3447,3,173,0,0,0,0
3448,8,666,1,81,0,53946
3449,1,97,1,308,0,29876
3450,1,223,1,108,1,24084
3451,5,617,0,0,0,0
3452,8,537,1,157,0,84309
3453,1,112,1,209,0,23408
3454,2,889,1,150,0,133350
3455,8,522,0,0,0,0
3456,0,506,1,155,0,78430
3457,5,73,1,99,0,7227
3458,10,404,0,0,0,0
3459,5,247,1,239,1,59033
3460,1,719,1,253,0,181907
3461,0,58,0,0,0,0
3462,4,585,1,205,0,119925
3463,1,870,1,177,0,153990
3464,3,350,1,92,0,32200
3465,8,93,1,194,0,18042
3466,9,772,1,213,1,164436
3467,0,8,1,187,0,1496
3468,1,453,1,138,0,62514
3469,0,928,1,207,0,192096
3470,2,896,1,98,0,87808
3471,2,915,1,134,0,122610
3472,0,201,1,144,0,28944
3473,1,343,1,187,0,64141
3474,2,637,0,0,0,0
3475,9,596,0,0,0,0
3476,3,668,0,0,0,0
3477,9,796,0,0,0,0
3478,8,691,1,156,0,107796
3479,1,119,1,161,0,19159
3480,0,337,0,0,0,0
3481,7,911,1,186,0,169446
3482,10,655,0,0,0,0
3483,8,778,1,135,0,105030
3484,7,371,1,89,0,33019
3485,5,921,0,0,0,0
3486,9,582,1,165,1,96030
3487,7,514,1,188,0,96632
3488,8,924,0,0,0,0
3489,2,550,1,136,1,74800
3490,2,266,0,0,0,0
3491,4,149,1,141,0,21009
3492,2,676,1,140,0,94640
3493,6,59,1,219,0,12921
3494,9,360,1,159,0,57240
3495,6,3,1,112,0,336
3496,3,337,1,251,0,84587
3497,2,68,1,213,0,14484
3498,8,555,1,102,0,56610
3499,7,926,1,291,0,269466
3500,5,199,1,223,0,44377
3501,10,442,1,234,1,103428
3502,1,144,0,0,0,0
